name,category_list,domain_clean
Paradise Waikiki Shuttle,Transportation,transportation
Paradox Technology Solutions,Software,SaaS
Parafuzo.com,Marketplaces,marketplaces
Paragon 28,Hardware + Software,SaaS
Paragon Airheater Technologies,Manufacturing,manufacturing
Paragon Bioservices,Biotechnology,biotechnology
Paragon Networks International,Internet|Networking,internet|networking
Paragon Print & Packaging Group,Health Care|Manufacturing|Printing|Specialty Foods,HealthTech
Parakweet,Curated Web,curated web
Parallax Enterprises,Enterprise Software,SaaS
Parallel Universe,Software,SaaS
Parallels,Cloud Computing|SaaS|Software|Virtualization,SaaS
Parametric Dining,Analytics|Mobile,analytics|mobile
Parametric Sound,Digital Signage|Hardware + Software,SaaS
Paramit Corporation,Manufacturing,manufacturing
Parantez,Internet|Loyalty Programs,internet|loyalty programs
Parascale,Enterprise Software,SaaS
ParaShoot,Hardware|Hardware + Software|Software|Video,SaaS
ParasitX,Design,design
Parasol Therapeutics,Biotechnology|Health Diagnostics,HealthTech
Parastructure,Big Data|Big Data Analytics|Data Visualization|Enterprise Software,SaaS
Paraşüt,Accounting|Billing|Cloud Computing|Enterprise Software|Financial Services|SaaS,FinTech
Parature,Customer Service|Customer Support Tools|Software,SaaS
Paraytec,Hardware + Software,SaaS
Parcel,E-Commerce|Logistics|Shipping,e-commerce|logistics|shipping
ParcelBright,Business Services|Developer APIs|Postal and Courier Services,business services|developer apis|postal and courier services
ParcelGenie,Gift Card|Messaging|Mobile,gift card|messaging|mobile
Parcelion Corporation,Construction|Networking|Web Hosting,construction|networking|web hosting
Parcelled.in,Logistics,logistics
Parcelninja,E-Commerce,e-commerce
ParcelPoint,E-Commerce,e-commerce
Parchment,Big Data Analytics|Colleges|EdTech|Education,EdTech
Parcify,Apps|Big Data|Communities|E-Commerce|Logistics|Mobile|Payments|Retail|Services|Shipping|Transportation,AI
Parclick.com,E-Commerce|Parking|Travel & Tourism,e-commerce|parking|travel & tourism
Parcus Medical,Health and Wellness|Health Care|Medical,HealthTech
PARCXMART TECHNOLOGIES,Hardware + Software,SaaS
Tesora,Cloud Infrastructure|Databases|Enterprise Software|Open Source,SaaS
Parent Co.,Apps|Kids|Mobile|Parenting|Software,SaaS
Parent Media Group,Advertising,advertising
ParentCircle,Application Platforms|Education|Social Network Media,EdTech
ParentingInformer,Education,EdTech
ParentPaperwork,Education|SaaS|Software,SaaS
Parents Journey,Social Media,social media
Parents R People,Parenting|Social Media|Social Network Media,parenting|social media|social network media
ParentsWare,Internet|Internet of Things|Mobile,internet|internet of things|mobile
Pareto Networks,Enterprise Software,SaaS
Paribus,Internet|Software,SaaS
PARiM,Human Resource Automation|Online Scheduling|SaaS|Software,SaaS
ParinGenix,Biotechnology,biotechnology
7Circles,Big Data|Innovation Management|Networking|SaaS,SaaS
Azigo Inc.,Direct Marketing|Email|Identity|Messaging,AI
Parity Energy,Electronics|Energy|Marketplaces,electronics|energy|marketplaces
ParkAround.com,Android|Curated Web|iPhone|Mobile|Public Transportation|Windows Phone 7,android|curated web|iphone|mobile|public transportation|windows phone 7
Park City Group,Software,SaaS
Park.com,Mobile,mobile
Park Designs,E-Commerce,e-commerce
Park My Van,Leisure|Tourism|Travel,leisure|tourism|travel
JustPark,Collaborative Consumption|Databases|Internet|Online Rental|Peer-to-Peer,collaborative consumption|databases|internet|online rental|peer-to-peer
Parkbob GmbH,Sensors|Services,sensors|services
PARKE NEW YORK,E-Commerce|Fashion|Textiles,e-commerce|fashion|textiles
ParkENT Cycles,Bicycles|Internet of Things|Physical Security|Startups,bicycles|internet of things|physical security|startups
ParkerVision,Mobile,mobile
ParkFlyRent,Automotive|Online Rental|Parking|Travel & Tourism,automotive|online rental|parking|travel & tourism
Parkifi,Parking,parking
ParkingCarma,Software,SaaS
"ParkMe, Inc.",Android|Big Data Analytics|iPhone|Mobile|Mobile Payments,FinTech
Parking Panda,Navigation|Public Transportation|Transportation,navigation|public transportation|transportation
Parkit Enterprise,Commercial Real Estate|Parking|Real Estate,commercial real estate|parking|real estate
Crowdpark,Games|News|Social Games,games|news|social games
Parklet,Analytics|Business Intelligence|Enterprise Software|SaaS,SaaS
Parkmobile,Mobile,mobile
ParkMyCloud,Apps|Service Providers|Web Development,apps|service providers|web development
Parknav,Apps|Automotive|Mobile|Mobility|Navigation,apps|automotive|mobile|mobility|navigation
Parko,Crowdsourcing|Navigation|Parking,crowdsourcing|navigation|parking
Parkplatzking,Public Transportation,public transportation
parkpocket,Mobility|Parking,mobility|parking
Parkt,Travel,travel
ParkTAG,Automotive|Curated Web|Internet of Things|Parking,automotive|curated web|internet of things|parking
ParkVu,Mobile|Music|Social Media,mobile|music|social media
ParkWhiz,E-Commerce|Geospatial|Parking|Software,SaaS
ParkX,Mobile|Mobile Payments|Parking,FinTech
Parkya,Automotive|Information Services|Information Technology|Transportation|Travel,automotive|information services|information technology|transportation|travel
Parkzzz,Hospitality,hospitality
Parlano,Enterprise Software,SaaS
Parle Innovation,Consumer Electronics,consumer electronics
ParLevel Systems,B2B|Enterprise Software|Finance|Hardware|SaaS|Software,FinTech
Parlio,Blogging Platforms|Internet|Journalism|Social Network Media|Social News,blogging platforms|internet|journalism|social network media|social news
Parodys Entertainment,Entertainment|Food Processing|Hospitality,AI
Digital Layers Inc.,Apps|Mobile Social|Music Services,apps|mobile social|music services
PARONK Consulting LLC,Consulting|High Tech,consulting|high tech
Parqueate,Public Transportation,public transportation
Parrable,Advertising|Identity|Mobile,advertising|identity|mobile
Parrot,Cars|Consumer Electronics|Games|Manufacturing|Mobile|Product Design|Wireless,cars|consumer electronics|games|manufacturing|mobile|product design|wireless
Parrut,Advertising|E-Commerce|Gambling|Internet Marketing|Loyalty Programs|Social Commerce|Social Media Marketing,MarTech
Parse,Android|Cloud Computing|Enterprise Software|iOS|Mobile|PaaS,SaaS
Parsel.me,Fashion|Online Shopping|Social Media,E-Commerce
Parsely,Analytics|B2B|Big Data|Digital Media|Optimization|Predictive Analytics|Publishing,analytics|b2b|big data|digital media|optimization|predictive analytics|publishing
Parsimotion,Software,SaaS
Parsley Energy,Clean Technology,clean technology
Parso,Parking|SaaS,SaaS
ParStream,Analytics|Big Data|Business Intelligence|Databases|Real Time,analytics|big data|business intelligence|databases|real time
Part-up,Services,services
Partender,Accounting|Finance|Hospitality|Mobile|Nightclubs|Nightlife|Restaurants|SaaS,FinTech
Particle,Curated Web,curated web
Particle 5,Advertising,advertising
Particle,Consumer Electronics|Hardware|Hardware + Software|Internet of Things|Technology,SaaS
Particle Code,Software,SaaS
Particle Media,Advertising,advertising
Partigi,Curated Web|Entertainment|Film|Private Social Networking|Reviews and Recommendations|Social Media|Television,AI
Partly,Comparison Shopping|Price Comparison,E-Commerce
Partly Marketplace,Android|Apps|Auto|Automotive|Cars|E-Commerce|iOS|Startups,android|apps|auto|automotive|cars|e-commerce|ios|startups
PartMyRide,Automotive|Cars|E-Commerce,automotive|cars|e-commerce
Partnerbyte,Software|Web Development,SaaS
Partnered,Advertising|Brand Marketing|Marketplaces|Startups,MarTech
Partnered Filmed Entertainment,Digital Media|News,digital media|news
PartnerGo,Real Estate,real estate
Partnerpedia,App Stores|E-Commerce|Enterprise Software|Marketplaces,SaaS
Partners Healthcare Group,Health and Wellness,HealthTech
Partpic,Enterprise Software|Industrial Automation|Mobile|Mobile Enterprise|Search|Visual Search,SaaS
Parts Town,Cooking|Distributors|Food Processing|Logistics|Restaurants|Supply Chain Management,AI
Partschannel,Automotive,automotive
PartsTrader LLC,Automotive|Manufacturing|Recycling,automotive|manufacturing|recycling
PartTec,Manufacturing,manufacturing
Party Earth,Games,games
Party Over Here,Events|Kids|Personalization,events|kids|personalization
PartyLine,Audio|Chat|Events|Mobile|Online Dating|Private Social Networking|Psychology|Search|Social Media,audio|chat|events|mobile|online dating|private social networking|psychology|search|social media
Partyphile,Apps,apps
Parudi,Games,games
PAS-Analytik,Analytics,analytics
PasajeBus,Online Reservations|Public Transportation|Transportation,online reservations|public transportation|transportation
Pasiv,Human Resources|Recruiting|Services,human resources|recruiting|services
Pasona Tquila,Consulting,consulting
Passado,Curated Web,curated web
Passage,Events|Mobile Payments|Ticketing,FinTech
"Passare, Inc.",Software,SaaS
PassbeeMedia,Android|Internet Marketing|iOS|Mobile|Mobile Coupons|Network Security,MarTech
Passbox,Curated Web|Games|Incentives|Loyalty Programs|Mobile|Social Media,curated web|games|incentives|loyalty programs|mobile|social media
Passei Direto,Colleges|Education|Social Network Media|Universities,EdTech
Passenger Baggage Xpress,B2B Express Delivery|Logistics|Transportation,b2b express delivery|logistics|transportation
Passfort,Finance Technology|Financial Services|Identity|Online Identity|Risk Management|Software Compliance,FinTech
PassHat,Non Profit|Software|Sports,SaaS
PassionTag,Curated Web,curated web
PassivSystems,Clean Technology,clean technology
PassKit,Consumer Electronics|Developer APIs|Internet of Things|iOS|Marketing Automation|Mobile|Mobile Payments|Proximity Internet|Technology,FinTech
Passlogix,Enterprise Software|Identity Management,SaaS
PASSNFLY,Travel,travel
PASSO,Data Security|E-Commerce|Identity Management|Personalization|Privacy,data security|e-commerce|identity management|personalization|privacy
Passpack,Curated Web|Identity|Privacy|Security,curated web|identity|privacy|security
Passport Brands,Fashion,fashion
Passport Systems,Manufacturing|Supply Chain Management,AI
Passport,Enterprise Software|Mobile Payments|SaaS,FinTech
PasswordBank,Security,security
PasswordBox,File Sharing|Internet|Security,file sharing|internet|security
Passworks,Internet|Mobile|Software,SaaS
PastBook,Curated Web|Facebook Applications|Flash Storage|Gift Card|Photography|Photo Sharing,curated web|facebook applications|flash storage|gift card|photography|photo sharing
Pasteuria Bioscience,Finance|FinTech,FinTech
Pasteurization Technology Group (PTG),Clean Energy|Clean Technology,clean energy|clean technology
Pastry Group,E-Commerce,e-commerce
PataFoods,Hospitality,hospitality
Patagonia Health EHR Billing and Practice Management Software,Software,SaaS
Patara Pharma,Biotechnology,biotechnology
Patatam,E-Commerce|Fashion|Kids|Retail|Shopping,AI
Patch of Land,Crowdfunding|Investment Management|Portals|Real Estate,crowdfunding|investment management|portals|real estate
Patent Safari,Legal,legal
Patentspin,Consulting,consulting
Path,Mobile|Social Network Media,mobile|social network media
Path.To,Curated Web|Social Network Media,curated web|social network media
Pathable,Event Management|Events|Mobile Social|Networking|Social Network Media|Web Hosting,event management|events|mobile social|networking|social network media|web hosting
Pathagility,Software,SaaS
PATHAR INC,Software,SaaS
Pathbrite,EdTech|Education|Web Development,EdTech
Patheer,Big Data Analytics|Career Management|Career Planning|Data Visualization|Human Resources|SaaS,SaaS
PATHEOS,Travel,travel
Pathfinder App,Content|Entrepreneur|Publishing|Startups,content|entrepreneur|publishing|startups
Pathfinder Technologies,Biotechnology,biotechnology
Pathfire,Games,games
Pathflow,Analytics|Business Intelligence,analytics|business intelligence
Pathful,Content|Internet Marketing|Mobile Software Tools|Predictive Analytics,SaaS
Pathgather,Corporate Training|Education|Training,AI
PathGroup,Biotechnology|Health Diagnostics,HealthTech
Path Intelligence,Analytics|Mobile|Retail|Tracking,AI
PathJump,Curated Web|Recruiting,curated web|recruiting
Pathogen Systems,Biotechnology,biotechnology
Pathogenetix,Biotechnology|Health Diagnostics,HealthTech
Pathology Holdings,Biotechnology,biotechnology
PathoQuest,Biotechnology,biotechnology
PATHSENSORS,Biotechnology|Environmental Innovation|Life Sciences|Manufacturing,biotechnology|environmental innovation|life sciences|manufacturing
PathSource,Human Resources|Software,SaaS
Pathway Therapeutics,Biotechnology,biotechnology
Pathways Platform,Advertising|Career Management|Digital Media|Internet|Recruiting,advertising|career management|digital media|internet|recruiting
Pathwork Diagnostics,Biotechnology|Health Diagnostics,HealthTech
Pathwright,Education,EdTech
Patience,Big Data|EdTech|Education|Training,AI
Patient-Centered Outcomes Research Institute,Health Care,HealthTech
Patient Communicator,Doctors|Health Care Information Technology|Q&A,HealthTech
Patient Conversation Media,Advertising|Health and Wellness|Health Care|Internet|Media|News,HealthTech
Patient Engagement Systems,Health and Wellness,HealthTech
Patient Route Systems,Software,SaaS
Patientco,Finance Technology|FinTech|Health and Wellness|Health Care|Medical|SaaS,FinTech
PatientFocus,Health Care,HealthTech
PatientKeeper,Physicians|Software,SaaS
PatientPay Inc.,Payments|Software,FinTech
PatientPop,Internet,internet
Patients’ and Consumers’ Pharma,Medical Devices,HealthTech
Patients' & Consumers' Pharma,Medical Devices,HealthTech
Patients Know Best,Health and Wellness|Health Care Information Technology|Startups,HealthTech
PatientSafe Solutions,Mobile,mobile
PatientsLikeMe,Health and Wellness|Medical|Social Media,HealthTech
PatientTrac Infomation Technology,Medical,HealthTech
Patreon,Artists Globally|Curated Web|Music|Video,artists globally|curated web|music|video
Patrick Building Supply,Building Products|Construction|Infrastructure Builders,building products|construction|infrastructure builders
Patron Technology,Art|CRM|Enterprise Software|Music|Sports|Technology|Ticketing,SaaS
Patronpath,Software,SaaS
Patronus Medical,Medical,HealthTech
Patsnap,Analytics|Information Services|Information Technology,analytics|information services|information technology
Pattern Genomics,Biotechnology,biotechnology
Pattypets,Content Discovery|E-Commerce|SaaS|Social Media,SaaS
Paubox,Cloud Security|Email|Enterprise Software|Health Care Information Technology|SaaS,AI
PaulG Corporation,Games,games
Pave,Career Management|Education|Finance|Peer-to-Peer|Personal Finance|Training,AI
Pavegen Systems,Clean Technology,clean technology
Paver Downes Associates,Messaging,messaging
Pavia Systems,Software,SaaS
Pavilion Data,Databases|Data Integration,databases|data integration
